번호,제목,작성자_닉네임,작성시간,조회수,네이버_ID,등급
1171,전환지원금떄문에 적정 중고시세를 확인할수 있는 곳이 있을까요?,다예아빠IEV6I경북,2026.01.26. 10:43,조회 74,bargarge,준회원
1172,ev3 할인금액 질문,검아고I전북,2026.01.26. 10:42,조회 189,1101yc,준회원
1173,egv70 완속충전 안됨ㅠ,광주evgv70,2026.01.26. 10:42,조회 77,lsj8614,신입
1174,바꿀만한 차가 없네요..,가보보I경남,2026.01.26. 10:41,조회 276,3800gtr,준회원
1175,아이오닉5 23년식 택부 10만km 2200… 이 가격 사도 될까요?,광주CS이명철,2026.01.26. 10:38,조회 208,jheb1122,준회원
1176,눈오고 전기차 번호판인식,충전기설치좀,2026.01.26. 10:35,조회 93,darkbansin,신입
1177,EV6 GT라인 서비스,태권서울,2026.01.26. 10:27,조회 60,asthma2,신입
1178,충전관련,행운아IEV5I청주,2026.01.26. 10:25,조회 20,ckh8786,신입
1179,타던 가솔린이 잔고장이 많아서 ev3 출고만 기다리고 있는데,대추도사I청주,2026.01.26. 10:24,조회 94,lidbi74,준회원
1180,"공지
 현대 아이오닉9 '2026 올해의 차(한국자동차 전문기자협회)' 수상 기념 이벤트",재롬l스텝l,2026.01.26. 10:20,"조회 1,215",ttlgold,카페 스탭
1181,"기아렌터카 EV4 장기렌트 재계약 (feat 할인, 재고차)",금빛동전I아5EV4I대구,2026.01.26. 10:15,조회 268,10woncoin,정회원
1182,모3 스탠 승차감 어떨까요?,노린내lev3l경기,2026.01.26. 10:11,조회 131,vengence18,준회원
1183,아이오닉9 신차급 중고 매입 계획 있으신분 계신가요~,세이버,2026.01.26. 10:10,조회 175,akeprl,신입
1184,월요일 좋은 아침입니다.,꼼니짱I캐스퍼EVI경기,2026.01.26. 10:10,조회 2,kjn730718,준회원
1185,전기차 이상 작동? 본넷에 외부물질 침투상황!,kick세닉seoul,2026.01.26. 10:09,조회 206,sdrun,준회원
1186,★제네시스 GV60 MAGMA 신차입고 알림 이벤트★ 30% 할인 쿠폰 받기!,재롬l스텝l,2026.01.26. 10:09,조회 193,ttlgold,카페 스탭
1187,오늘 아이오닉5정기검사 받았는데 soh 괜찮은건가요?,준우주빠I아5I광양,2026.01.26. 10:08,조회 123,jong8411,신입
1188,"Ev9, ix3, 테슬라y 중 고민이네요..",파파IEV9I경기,2026.01.26. 10:04,조회 121,sinbiehs,준회원
1189,전국 다 뜨기시작하는데 전북은 단 하나도 나온게없네요,엔드IEV6I대전,2026.01.26. 10:03,조회 299,nocturne_7,준회원
1190,창원시 보조금 이러면 전년이랑 동일하게 나온다는걸까요?,파티ㅣ수원ㅣ마산,2026.01.26. 09:57,조회 876,john709,준회원
1191,시승신청,랜턴걸이I대구,2026.01.26. 09:57,조회 31,fish4a,준회원
1192,아이오닉9 충전기 안에 저건 뭔가요?,다다익선I무안,2026.01.26. 09:54,조회 220,cis4444,준회원
1193,하남스타필드 BYD 매장 취소된건지..,우주IXC60I경기,2026.01.26. 09:54,조회 289,advenue,준회원
1194,구형 아이오닉 일렉트릭 수명이 1년 연장되었습니다,킹스턴l아이오닉l김해,2026.01.26. 09:53,조회 151,lee851022,준회원
1195,전기차 보조금 빨리 받는 조건이,매미IEV5I전주,2026.01.26. 09:53,조회 418,ssoeju3,준회원
1196,중고차 살때 주의해야 할 점은 무엇이 있을까요?,서울I루뻬,2026.01.26. 09:53,조회 51,cjidea,준회원
1197,"[KNCAP] 2026년 자동차안전도평가 차종 선정 대국민 투표 이벤트(스타벅스,배민 쿠폰)(~1.31)",손채현 l 서울,2026.01.26. 09:52,조회 43,sch_112,신입
1198,밧데리 효율,사레이,2026.01.26. 09:48,조회 14,kojanse,신입
1199,청주 아이오닉9 카마스터님 구합니다,기동히IEV9I충북,2026.01.26. 09:48,조회 27,cocodaksz,준회원
1200,"TS, 2026년 자동차안전도평가 차종 선정 대국민 투표 실시",전기차드림카,2026.01.26. 09:38,조회 24,dhtmddks98,신입
1201,배터리 셀 밸런싱이라는걸 첨해봤습니다.,오리l아5l대구,2026.01.26. 09:38,조회 225,arima3,준회원
1202,설 명절에 어디 가시나요~~,우리I니로I서울,2026.01.26. 09:38,조회 328,cheolcheol12,준회원
1203,등업이 왜안될까요?,조실장님,2026.01.26. 09:37,조회 26,hooka337,신입
1204,테슬라 단점,잉ll경기,2026.01.26. 09:32,"조회 1,651",star2310808,신입
1205,신차 안전도평가 대상차량 투표중이네요!,강냉방차,2026.01.26. 09:32,조회 28,gon8612,신입
1206,전기차 타이어 추천 드려요,허벅지경기양주,2026.01.26. 09:29,조회 47,eledd06,신입
1207,ev6 2륜 4륜,무등산고영희l전남l,2026.01.26. 09:27,조회 161,cokepl,신입
1208,형님들 질문이요,창순잉,2026.01.26. 09:27,조회 9,wlswogh456,신입
1209,세종시 보조금 일정 문의,디노l세종,2026.01.26. 09:26,조회 86,airborne0102,신입
1210,인천도 계획 떴네요,인천IIPaulim,2026.01.26. 09:26,"조회 1,043",konfuzilo,준회원
1211,EV3 구매하신 분들 어떻게 시작하셨을까요?,노쪼I서울,2026.01.26. 09:25,조회 239,kjb1308,신입
1212,김해 전환지원금 공고보니 내연차 차 출고하고 10일이내 팔아야하는거같아요,황금향감II김해,2026.01.26. 09:25,조회 340,groorin,준회원
1213,고속도로 요금 할인,ZICOIEV3I청주,2026.01.26. 09:23,조회 107,suhnwojeong,준회원
1214,EV5 계약하고 왔습니다.,하남1코팡,2026.01.26. 09:23,조회 181,lcg0521,신입
1215,청주 보조금,ZICOIEV3I청주,2026.01.26. 09:22,조회 150,suhnwojeong,준회원
1216,급속충전어플,악동l아오5l서산,2026.01.26. 09:22,조회 42,rinambers,준회원
1217,개별소비세 할인과 전기차보조금,지박스,2026.01.26. 09:21,조회 255,wpgmlwn11,신입
1218,후진해서 비켜주는게 대박이네요. ㅎ,fsd좌 l 사트 l 하남,2026.01.26. 09:17,조회 371,choasung11,준회원
1219,전기차 장점,미피라네,2026.01.26. 09:12,조회 73,ehdms22,준회원
1220,차 기다리다가 목빠지겠네요 ㅠㅠ,나믹l대구,2026.01.26. 09:09,조회 136,chol2050,준회원
1221,출고전 준비할것 뭐가 있을까요?,악동l아오5l서산,2026.01.26. 09:04,조회 71,rinambers,준회원
1222,카페에 도움이 많이 됩니다,정비사수I충북,2026.01.26. 09:03,조회 9,insterfinger,신입
1223,아이오닉9 충전시간 14시간40분뜨네요 ㅋㅋㅋ,이브의경고I아9I경기,2026.01.26. 09:01,조회 301,bluefeel21,준회원
1224,EV5 구매하려 하는데 현금서비스 얼마를 받아야 적정할까요??,하니차니I대전,2026.01.26. 08:58,조회 277,taurusmina,준회원
1225,모델3 나오면 이렇게 랩핑 예정인데 어떨지 봐주세요.,경남ll모델3,2026.01.26. 08:56,조회 160,willco,신입
1226,지커 7x를 기다리며 악세사리 쓸만한거 없을지 쇼핑중입니다.,꼬무신l해외,2026.01.26. 08:56,조회 396,aus117,신입
1227,영하 12도 춥네요.,도라에몽I경북,2026.01.26. 08:54,조회 19,dlfjstlvk928,신입
1228,안양 보조금 기다리고 있어요,안양ll감자골,2026.01.26. 08:54,조회 49,fourboys007,신입
1229,"창원 전기차 보조금 떴네요 ㅠ-ㅠ,,",그림액자I예정I창원,2026.01.26. 08:53,조회 836,rbxo1604,준회원
1230,나 주니퍼 25년 7월 차준데 지금 사는 사람 안부러움,우깔I주니퍼I평택,2026.01.26. 08:52,"조회 1,455",sg0582,신입
1231,대리점 오픈시간,아메리카몽l경북,2026.01.26. 08:51,조회 53,plusyou0210,신입
1232,2월 전기차대란 기대되네여,충남lEV4l디스트릭션,2026.01.26. 08:45,조회 500,ghajini,준회원
1233,출고 6개월도 안됬는데 전면 카메라 깨졌습니다 ㅠㅠ,뭉I코나I목포신안,2026.01.26. 08:42,조회 191,jaa588,준회원
1234,"ix2 넘 이쁜데,, 다들 대기중이신건가요!?",틸다l대전,2026.01.26. 08:37,조회 263,sojung2813,준회원
1235,엉따 정도는 주행거리에 영향 없나요??,쨔스IEV5I경기,2026.01.26. 08:35,조회 220,code_geas,준회원
1236,i5 40 msp 구매예정입니다.,마렘I대전,2026.01.26. 08:31,조회 61,alone6067,준회원
1237,Ev3 할인..(?),코코빈I경기용인,2026.01.26. 08:26,조회 943,seungking33,준회원
1238,보조금,각목,2026.01.26. 08:22,조회 160,newshop802,준회원
1239,많이 춥네요..,바람돌이8ㅣ충북,2026.01.26. 08:21,조회 14,cchung114kr,준회원
1240,너무 춥구만유....,안성배추아빠,2026.01.26. 08:07,조회 25,kimsh3310,신입
1241,EV4 연비 좋으리라 생각됩니다.,아세스,2026.01.26. 08:05,조회 191,xclamp45,신입
1242,Ev4산지 2개월도 안되서 미국출장중입니다,마데인지나IEv4I전북,2026.01.26. 08:04,조회 196,zbxi023,신입
1243,오늘도 춥네요,테슬람ll서울,2026.01.26. 08:04,조회 1,wlghwlq2,준회원
1244,날씨가 많이 춥네요~,쉴프2IEV5I화성,2026.01.26. 07:40,조회 31,slyph001,신입
1245,날씨가 여전히 춥습니다,서늘한바람I고양,2026.01.26. 07:36,조회 13,karmadma,준회원
1246,아이오닉5,굿I아이오닉6I춘천,2026.01.26. 07:02,조회 61,hjg9091,준회원
1247,테슬라 주니퍼 중고 가격이 점점 떨어지고있네요,스타I동탄,2026.01.26. 07:00,"조회 1,813",aodol114,준회원
1248,중고차 전기차 구입 희망하는데...,은식I화성,2026.01.26. 06:42,조회 115,killmas1003,준회원
1249,미니 에이스맨vs테슬라 모델3,슢채I에이스맨I인천,2026.01.26. 06:34,조회 159,powerp33,신입
1250,(뻘글)ev5가 중국산 ncm 배터리를 사용한 이유,조개빵Iix50I대구,2026.01.26. 05:50,"조회 1,170",ktygo124,준회원
1251,전기차 배터리 방전직전사진,메인보드lq4l경기,2026.01.26. 05:46,조회 420,westchoice,준회원
1252,알리산 충전기 사용해보신분 계시나요?,조약돌IEV6I익산,2026.01.26. 02:55,조회 193,htl0617,우수회원
1253,GGM '캐스퍼' 인기에 추가 증설..신규 채용도,오버I레이I충남,2026.01.26. 02:16,조회 247,dukha1,우수회원
1254,[🙈질문] 평소 충전 80프로 하신다는분들~???,오리l아5l대구,2026.01.26. 02:12,조회 832,arima3,준회원
1255,Ev4 에어 뒷자석 열선 문의드립니다,화객주IEV4I구미,2026.01.26. 01:01,조회 206,kkck6911,준회원
1256,전기차 구입시 질문리스트,찌리찌리l제주,2026.01.26. 00:53,조회 137,jsc9661,준회원
1257,경기 시흥 인근 ev3 딜러 추천좀요,행복해영II경기도,2026.01.26. 00:48,조회 23,dsa16,신입
1258,카푸어의 기준이 바뀌어야 맞을것같아요.,최강한화I아9I대전,2026.01.26. 00:42,"조회 1,277",hyeasung1988,준회원
1259,전기차 가격전쟁 서막의 시작,렛츠고람반장I홍성,2026.01.26. 00:31,"조회 1,817",coreaback,준회원
1260,지자체 보조금 지원 가능여부 확인,렛츠고람반장I홍성,2026.01.26. 00:26,조회 219,coreaback,준회원
1261,디올뉴니로 소음,환타l니로l대전,2026.01.26. 00:24,조회 48,shyoung33,신입
1262,옵션 선택장애ㅜ,까르보I단양,2026.01.26. 00:12,조회 523,jinmik72,준회원
1263,롤렉스 짭을 차고 다니면 쪽팔릴까요?,가을하늘li5I경기,2026.01.26. 00:06,조회 845,kws0327,준회원
1264,q4이트론 충전중히터 되나요?,zbvhdlxmfhs,2026.01.26. 00:05,조회 96,lgljt,신입
1265,egv70 20인치 순정휠 교체 !,깡조lgv70l경기,2026.01.26. 00:01,조회 124,ajtwod234,신입
1266,전기차 결제시스템은 왜..,테마I대구,2026.01.26. 00:00,조회 180,lsylee1357,신입
1267,"테슬라, HW3 자율주행 한계 인정... ""필요 시 무상 업그레이드 단행""",해I모y아5I서울,2026.01.25. 23:48,조회 521,hwajakim2,준회원
1268,byd 차량 천안에서 수리 가능한가요?,한부장I아5I아산,2026.01.25. 23:46,조회 273,gksengh1,준회원
1269,gv60 중고차!,도토리I평택,2026.01.25. 23:36,조회 245,qlvna02,준회원
1270,아이오닉5 옵션 고민입니다,모라모I인천,2026.01.25. 23:35,조회 190,ookk2007,준회원
1271,전기차 충전 결제 시간 기준 문의,놀자 l 아6 l 청주,2026.01.25. 23:34,조회 37,chozzu6,준회원
1272,와 진짜 경남 전기차 보조금 무슨일인가요,양산o오닉5레이개하루,2026.01.25. 23:28,조회 846,rkdhs76,준회원
1273,"""원청 나와라""...하청노조 24곳 현대차 등에 일제히 교섭요구",트니대디I아5I부산,2026.01.25. 23:27,조회 194,csidhan,준회원
1274,EV4 ICCU,베테랑lEV4l청주,2026.01.25. 23:27,조회 323,hbj9769,신입
1275,IX2 배정,하늘둥이I경기,2026.01.25. 23:18,조회 150,d4616,신입
1276,29살이고 전기차 신차고민중인데,서울 노원 야미,2026.01.25. 23:17,조회 206,dlehdtjr0405,신입
1277,전기차 15년은 문제없이 탈 수 있겠죠?,바람구름I세닉I경남,2026.01.25. 23:16,조회 502,ioiiviii,준회원
1278,감속기 오일 교체 시기?,고장I경기,2026.01.25. 23:13,조회 185,inyong9185,준회원
1279,키로 미리시동걸고 히터켜놓는거는 무슨 옵션이에요?,유니소리,2026.01.25. 23:13,조회 145,ggaibaby,신입
1280,id4와 모Y 둘중 어떤걸?,계약했는데,2026.01.25. 23:11,조회 336,tomugi,신입
1281,아이오닉6에 대한 고민(중고차구입),냐엉이IQ4I경기,2026.01.25. 23:08,조회 103,foryou4u,준회원
1282,유럽에서 가장 많이 팔리는 자동차 브랜드 (2025년).,해I모y아5I서울,2026.01.25. 23:06,조회 737,hwajakim2,준회원
1283,보조금이...,조실장님,2026.01.25. 23:03,조회 179,hooka337,신입
1284,아이오닉5 중고,반탐l아이오닉5l충남,2026.01.25. 23:01,조회 121,ehdgur6954,준회원
1285,법인 환경부카드,희승앤유은,2026.01.25. 22:59,조회 79,jjang790202,준회원
1286,아이오닉9 계약까지 거의 다 왔습니다.( 한방 ),대충84IOOOOOI충남,2026.01.25. 22:57,조회 336,klshapkido,신입
1287,세차는 어디서하세요?,바람구름I세닉I경남,2026.01.25. 22:54,조회 138,ioiiviii,준회원
1288,쉐보레 수리직영점,경남EV양복만,2026.01.25. 22:52,조회 50,nym3613,신입
1289,ev5 시승하고 왔습니다,채유II경북,2026.01.25. 22:52,조회 255,myepdl123,신입
1290,테슬라yl ?,아니마미,2026.01.25. 22:50,조회 184,gywls6304,준회원
1291,전비,민둘이98ㅣev4ㅣ전주,2026.01.25. 22:47,조회 98,alsdk537,준회원
1292,전기차 재고?,아니마미,2026.01.25. 22:46,조회 256,gywls6304,준회원
1293,아이오닉5 ev3,로드김,2026.01.25. 22:46,조회 206,zlzlgkgk2,준회원
1294,렌트카 보조금,희승앤유은,2026.01.25. 22:44,조회 34,jjang790202,준회원
1295,"전기차의 새로운 위기, '커패시터'...800V 시스템이 불러온 내구성 딜레마 - ICCU 문제",해I모y아5I서울,2026.01.25. 22:41,조회 621,hwajakim2,준회원
1296,아이오닉6 딜러서비스 이정도면 괜찮나요,홍군l없음l울산,2026.01.25. 22:39,조회 222,hsm0213,준회원
1297,유예할부는 어떠신지 하신분들 1월에 괜찮을까요?,조이워크,2026.01.25. 22:33,조회 190,joyjun1210,준회원
1298,아이나비 메가2,안나오닉5I부산,2026.01.25. 22:33,조회 17,cwasd,정회원
1299,차량 판매 시기 의견 부탁드립니다.,꼭미남I안성,2026.01.25. 22:32,조회 185,lshghks1987,준회원
1300,기아차 카마스터님 소개 받습니다.,온이파파lix3l경북,2026.01.25. 22:30,조회 28,neo6020,준회원
1301,중고차 2018~19 볼트ev 배터리는 모두 교체된걸까요?,방방lsm3l충북,2026.01.25. 22:29,조회 76,sanisul,준회원
1302,HUD 어떤가요?,드림카쇼크ll인천,2026.01.25. 22:28,조회 312,yoonvly8115,신입
1303,모델y주니퍼,하롤드,2026.01.25. 22:22,조회 72,finelsj5,준회원
1304,주유소 자동세차,스카이훅I레이EVI수원,2026.01.25. 22:18,조회 181,starjail,신입
1305,EV5 할부카드 딜러한테? 다이렉트?,ddmm3,2026.01.25. 22:17,조회 221,ddmm3,신입
1306,k도로에서 테슬라 fsd 끼어들기 실력은... ???,fsd좌 l 사트 l 하남,2026.01.25. 22:17,조회 164,choasung11,준회원
1307,테슬라 계약금 신용카드 변경,구구삼I서울,2026.01.25. 22:16,조회 121,coen,신입
1308,고수님들 도와주세요 !,seungone,2026.01.25. 22:15,조회 119,tmd9906,신입
1309,요즘 자주 쓰는 충전 앱 추천,둥이아빠3,2026.01.25. 22:14,조회 48,chps3004,준회원
1310,전기차로 첫 장거리 여행 다녀왔습니다,둥이아빠3,2026.01.25. 22:13,조회 154,chps3004,준회원
1311,아...현기차 이러면 나x리인데 ㅠㅠ,사모디IeG80I고양,2026.01.25. 22:13,"조회 4,495",kbm9601,정회원
1312,ev3 견적,Iev3I서산 수자기,2026.01.25. 22:12,조회 96,youngsik4139,신입
1313,겨울철 전비 관리 꿀팁 공유합니다,둥이아빠3,2026.01.25. 22:11,조회 51,chps3004,준회원
1314,기아 커넥티드앱 차량연결 불안,햇살이아파IEV6I화성,2026.01.25. 22:10,조회 76,liaoyin,준회원
1315,김해 창원 등 경남분들~ 예정대로 차량 출고하십니까??,지지l김해,2026.01.25. 22:10,조회 539,jkj412034,준회원
1316,전기차 보조금 관련,당진ll김서준,2026.01.25. 22:10,조회 102,kst0908,신입
1317,빌라 5W or 7W 집밥 설치문의,가즈아96,2026.01.25. 22:09,조회 100,qjawls9130,준회원
1318,테슬라 모델y 예약금 결제 질문드립니다!,만두I진주,2026.01.25. 22:05,조회 45,pikachui007,준회원
1319,갑자기 출고연락받고 차받은분들이 많아지는듯하네요,시지l오닉 코나l대구,2026.01.25. 22:02,조회 324,hl5nwv,우수회원
1320,머리가 아파요 ㅠ,뀰이파파I인천,2026.01.25. 21:58,조회 174,coolball15,신입
1321,머리가 아파요 ㅠ,뀰이파파I인천,2026.01.25. 21:58,조회 174,coolball15,신입
1322,윈드킹 시공하신분 있을까요,충남lEV4l디스트릭션,2026.01.25. 21:55,조회 48,ghajini,준회원
1323,아이오닉5 트렁크걸쇠부식 과 열릴 때 탕! 소리,적폐l아이오닉5l평택,2026.01.25. 21:47,조회 166,arang0513,신입
1324,"강추위, 환상적인 설경과 답없는 주행거리..",삼각지IEV6I서울,2026.01.25. 21:33,"조회 2,273",lyh000803,우수회원
1325,ev6 차량용품 추천해주세요~,와인와인냠,2026.01.25. 21:33,조회 38,ghkfudcjstk,신입
1326,gv60 질문이요ㅠㅠㅠㅠ,장설,2026.01.25. 21:32,조회 69,wkdwnduddla,신입
1327,전기차 충전카드 추천해주세요!,태황무I포터evI경기,2026.01.25. 21:26,조회 219,monkey3405,준회원
1328,"테슬라, 중국서 '초저가 모델 Y' 3월 출시설... 가격 파괴로 점유율 방어 나선다",해I모y아5I서울,2026.01.25. 21:22,조회 340,hwajakim2,준회원
1329,ev5 유예할부 질문,전기차로 바꿀예정,2026.01.25. 21:19,조회 378,cksdms977,준회원
1330,출퇴근 저럼하고 가성비차...,태황무I포터evI경기,2026.01.25. 21:10,조회 221,monkey3405,준회원
1331,겨울철 장거리,심안I아오엔I보은,2026.01.25. 21:09,조회 33,ilovesv,신입
1332,전기차 케미컬류 관리 질문~~,쿠기I타이칸4SI경북,2026.01.25. 21:04,조회 59,nswook1471,신입
1333,"아이오닉5, ev6 중 고민됩니다",자람아빠,2026.01.25. 21:01,조회 269,kurtcobain82,신입
1334,낮은 키로수 렌트이력 vs 높은 키로수 1인신조 뭐가 낫나요??,오지마킥I서울,2026.01.25. 20:59,조회 99,yzkim8,준회원
1335,25년 12월에 메인베터리 교체라는데 맞을까요?,구르탱구,2026.01.25. 20:58,조회 173,tlsansdml,신입
1336,오 BYD,서울l아6 모Yl넘버1,2026.01.25. 20:58,조회 649,wide81,준회원
1337,타이어 일반형,다그래I니로EVI경북,2026.01.25. 20:55,조회 27,star54500,정회원
1338,포터EV 질문~~,쿠기I타이칸4SI경북,2026.01.25. 20:55,조회 55,nswook1471,신입
1339,"ev6 에어 풀옵션, 어스 깡통 차이가 뭘까요?",계란톡톡I대전,2026.01.25. 20:52,조회 160,qwjms,신입
1340,무쏘ev 제조사 할인 가능성,봉lev6l무쏘evl경기,2026.01.25. 20:51,조회 110,tailwind86,준회원
1341,"ICCU 문제, 혹시 이런 증상 보이면 바로 입고해야 할까요?",칸샤샤Ipv5I경남,2026.01.25. 20:48,조회 156,jsjfw,준회원
1342,급속 충전 전 배터리 컨디셔닝의 중요성,부스럭I캐스퍼EVI경기,2026.01.25. 20:46,조회 470,riser5565,준회원
1343,전기차 사고 나서 제일 만족스러운 점은 역시 '정숙성'이네요.,칸샤샤Ipv5I경남,2026.01.25. 20:42,조회 72,jsjfw,준회원
1344,3인가족 입니다 패밀리카 머가좋을까요,배불러라I청주,2026.01.25. 20:40,조회 267,18xodzm5,신입
1345,테슬라 hw3 보유하신분들도 좋은소식 들려오겠네요...,fsd좌 l 사트 l 하남,2026.01.25. 20:40,조회 404,choasung11,준회원
1346,영하 날씨에 전비 떨어지는 거 보니 마음이 아프네요,칸샤샤Ipv5I경남,2026.01.25. 20:39,조회 64,jsjfw,준회원
1347,전기차 배터리 효율감소,아리웅,2026.01.25. 20:34,조회 127,32505,신입
1348,bmw 무제한 충전카드 중고거래해보신분계실까요?,엠에스코,2026.01.25. 20:33,조회 238,pjh_0722,신입
1349,"회생 제동 단계 설정, 다들 몇 단계로 두고 타시나요?",칸샤샤Ipv5I경남,2026.01.25. 20:32,조회 151,jsjfw,준회원
1350,어제 ev5 를 계약 했는데...,충남I동글이,2026.01.25. 20:26,"조회 2,079",nardiass,신입
1351,중고 g80 구입하러 갑니다,G80전기 청주,2026.01.25. 20:16,조회 89,koallsoo,준회원
1352,팰리세이드(LX3) -> 전기차 고민..,인천C우상,2026.01.25. 20:12,조회 174,youblessgod,신입
1353,테슬라 모델 YL언제 나올까요,껌아니l분당,2026.01.25. 20:09,조회 194,fee0131,신입
1354,요즘 테슬라 사려면 많이 기다려야 할까요?,손들어I테슬라I인천,2026.01.25. 20:05,조회 165,rocioc,신입
1355,세닉 전방주차시,체리마루I세닉I대구,2026.01.25. 19:58,조회 92,biondayy,신입
1356,레이ev 몇키로 남을 때까지 타보셨나요?,인천J거주민,2026.01.25. 19:56,조회 304,koyttt3,신입
1357,구 아이오닉6 핸들 신형 아이오닉 N라인 정전식 핸들로 교체,크릭서스I아6I경기,2026.01.25. 19:56,조회 206,sun808976,준회원
1358,ev3는 시골용으로는 조금 힘들려나요?,튀김I보령,2026.01.25. 19:55,조회 264,tjr0706,신입
1359,"전기차 하부 언더코팅,",로leeIEV6I당진,2026.01.25. 19:49,조회 203,leety0805,신입
1360,ev3 단양 보조금,까르보I단양,2026.01.25. 19:48,조회 508,jinmik72,준회원
1361,첫 유막제거!,호두Iev4I김포,2026.01.25. 19:47,조회 139,m419,준회원
1362,전기차 성능이 점점 ...테슬라차주분께 질문 있습니다!,이브이부이EV6화성,2026.01.25. 19:47,조회 292,wwwtop555,신입
1363,ev6 어스모델 메리디안 스피커 옵션 추가여부 문의,다예아빠IEV6I경북,2026.01.25. 19:47,조회 90,bargarge,준회원
1364,청주도 26년 보조금 확정 되었네요.,윤리빠I청주,2026.01.25. 19:44,"조회 1,624",pcs9034,준회원
1365,개인적으론 전기차는 보조금 없이 그냥 살 수 있어야 한다고 보는데요,깁흔가람I제주,2026.01.25. 19:36,조회 344,yfujj12,준회원
1366,자동차 보험료는?,두레박I아산,2026.01.25. 19:35,조회 101,kkussa94,준회원
1367,테슬라 YL. 디편으로 선택 가능하면?,산내들I화성,2026.01.25. 19:28,조회 225,woysj,준회원
1368,네비게이션 거리증가는 왜 나오는걸까요,산타IEV4I강원,2026.01.25. 19:26,조회 76,0112018123,준회원
1369,모델3 ev4 어스 아이오닉6 elite중 뭐가 좋을까요?,태오도르,2026.01.25. 19:25,조회 173,lana0919,신입
1370,mini 컨트리맨E 재고가 없다네요..,주야I진주,2026.01.25. 19:21,조회 105,latty77,준회원
1371,당첨됐네요 iccu,젠틀맨I아오5I인천,2026.01.25. 19:19,조회 450,marya11,준회원
1372,보조금 관련 궁금~~,두레박,2026.01.25. 19:18,조회 282,kkussa94,준회원
1373,테슬라 모델3,짱구210,2026.01.25. 19:16,조회 289,monkey6051704,준회원
1374,보조금 관련,모밀I코나I수원,2026.01.25. 19:10,조회 58,dkdhdiak,준회원
1375,테슬라,303용인,2026.01.25. 19:09,조회 31,imsze,신입
1376,뉴코일매트 VS 매쉬매트,수영맨l아9l경기,2026.01.25. 19:09,조회 63,risingksh,준회원
1377,EV4 vs EV6 가장 큰 차이가 뭔가요?,파인드Ii5I서울,2026.01.25. 19:07,"조회 1,388",ffminjong,준회원
1378,전기차 구매하고 싶어 글 올려봐요,전기차 I 안양,2026.01.25. 19:05,조회 42,dytpqwm,준회원
1379,"제 차는,i3 입니다^^",경북포항N빠가사리,2026.01.25. 18:58,조회 162,lyhh0415,준회원
1380,썬팅 반사 비반사,뷰띠ㅣ시흥,2026.01.25. 18:55,조회 126,ooylove,준회원
1381,혹시 사제 원격시동 설치하신 분 계실가요?,동네꼬마l니로l충남,2026.01.25. 18:53,조회 62,fest0327,준회원
1382,Ev3 vs Ev5,정보공유해주샛요,2026.01.25. 18:53,조회 527,mahappy23,신입
1383,오픈파일럿 설치 하신분들은 자가 설치하셨을까요?,쟈니케이,2026.01.25. 18:53,조회 87,kiljohn,신입
1384,후방추돌사고 후 합의 봐야할 부분들 조언 부탁드립니다.,망고IEQBI전주,2026.01.25. 18:42,조회 232,docp99,준회원
1385,간지 오집니다,프라아5대전,2026.01.25. 18:40,조회 357,dnjstmxhq2,준회원
1386,전기차 혜택,시리얼12,2026.01.25. 18:38,조회 123,zcvb123,준회원
1387,전기차 충전,시리얼12,2026.01.25. 18:34,조회 30,zcvb123,준회원
1388,경유차 팔고 테슬라 3 알아보려합니다 도와주세요,초짜1ㅈ,2026.01.25. 18:23,조회 213,yiseungsu,신입
1389,안드로이드 발열,사탕I세닉I대구,2026.01.25. 18:15,조회 53,mansc64,준회원
1390,양평군 지자체보조금,이브익I경기,2026.01.25. 18:11,조회 138,sya4529,준회원
1391,유틸리티모드로 차박 밤새 틀어보신분 있으실까요?,봄날l아5코나l대구,2026.01.25. 18:00,조회 248,spirit3698,준회원
1392,재고차 트림 변경이 가능한지?,갓김치IEV4I광주,2026.01.25. 17:53,조회 227,bentis3,준회원
1393,"EV6,아이오닉6 보고 왔습니다",태권서울,2026.01.25. 17:49,조회 222,asthma2,신입
1394,3 차종 너무 고민입니다,껌아니l분당,2026.01.25. 17:49,조회 228,fee0131,신입
1395,선배님들 아반떼를 사고싶은데요,코코인I코나I성남,2026.01.25. 17:40,조회 190,zzzzaaaa8888,신입
1396,포터3 EV언제 나올까요.,방어진l오닉l울산,2026.01.25. 17:39,조회 150,uichs,정회원
1397,무식한 사람이 신념을 가지면,모와아구I주니퍼,2026.01.25. 17:34,조회 174,g9_,준회원
1398,"ix1, ix2 볼 수 있는곳 어디일까요?수도권..",아메리Q4l인천,2026.01.25. 17:26,조회 96,lady6375,준회원
1399,Ev3계악중인데 ev5로 바꾸면 순번이 뒤로 밀릴까요,유나젠lev3l포항,2026.01.25. 17:21,조회 381,yo9rrt1,준회원
1400,보조금 지자체보조금 소진 시 국비만 수령가능한가요?,줴이l진주,2026.01.25. 17:17,조회 241,ijh2958,준회원
1401,시승하고 왔습니다,모랭이l전북,2026.01.25. 17:17,조회 221,seomundeok,준회원
1402,EV6 전시차를 빼주신다는데 괜찮을까요?,차행l경남,2026.01.25. 17:11,"조회 1,797",lnixal,준회원
1403,니로 20만 키로,구림리굴l니로l의왕,2026.01.25. 17:10,조회 218,jsuper,준회원
